Station Name,Extended Name,ID,State,State Abbv.,Network,Network ID,Station Triplet,Elevation,Lat,Long,HUCC
Humboldt Gulch,Humboldt Gulch (535) (elev. 4250),535,Idaho,ID,SNOTEL,SNTL,535:ID:SNTL,4250,47.53178,-115.77643,"170103020102	"
Hyndman,Hyndman (537) (elev. 7620),537,Idaho,ID,SNOTEL,SNTL,537:ID:SNTL,7620,43.71077,-114.15894,"170402190402	"
Island Park,Island Park (546) (elev. 6290),546,Idaho,ID,SNOTEL,SNTL,546:ID:SNTL,6290,44.4203,-111.38512,"170402020601	"
Jackson Peak,Jackson Peak (550) (elev. 7070),550,Idaho,ID,SNOTEL,SNTL,550:ID:SNTL,7070,44.05092,-115.44322,"170501200304	"
Lolo Pass,Lolo Pass (588) (elev. 5240),588,Idaho,ID,SNOTEL,SNTL,588:ID:SNTL,5240,46.63448,-114.58072,"170102051401	"
Long Valley,Long Valley (1016) (elev. 4890),1016,Idaho,ID,SNOTEL,SNTL,1016:ID:SNTL,4890,44.78835,-116.08878,"170501230206	"
Lookout,Lookout (594) (elev. 5190),594,Idaho,ID,SNOTEL,SNTL,594:ID:SNTL,5190,47.45749,-115.70457,"170103020101	"
Lost Lake,Lost Lake (600) (elev. 6110),600,Idaho,ID,SNOTEL,SNTL,600:ID:SNTL,6110,47.0809,-115.9604,"170603080101	"
Lost-Wood Divide,Lost-Wood Divide (601) (elev. 7900),601,Idaho,ID,SNOTEL,SNTL,601:ID:SNTL,7900,43.82432,-114.26402,"170402190304	"
Magic Mountain,Magic Mountain (610) (elev. 6880),610,Idaho,ID,SNOTEL,SNTL,610:ID:SNTL,6880,42.18072,-114.28662,"170402120601	"
Meadow Lake,Meadow Lake (620) (elev. 9150),620,Idaho,ID,SNOTEL,SNTL,620:ID:SNTL,9150,44.43655,-113.31815,"170602040101	"
Mica Creek,Mica Creek (623) (elev. 4510),623,Idaho,ID,SNOTEL,SNTL,623:ID:SNTL,4510,47.15045,-116.26643,"170103040604	"
Mill Creek Summit,Mill Creek Summit (627) (elev. 8800),627,Idaho,ID,SNOTEL,SNTL,627:ID:SNTL,8800,44.47212,-114.48992,"170602010501	"
Moonshine,Moonshine (636) (elev. 7440),636,Idaho,ID,SNOTEL,SNTL,636:ID:SNTL,7440,44.4147,-113.39812,"170402170201	"
Moose Creek,Moose Creek (638) (elev. 6200),638,Idaho,ID,SNOTEL,SNTL,638:ID:SNTL,6200,45.67008,-113.95315,"170602030601	"
Mores Creek Summit,Mores Creek Summit (637) (elev. 6100),637,Idaho,ID,SNOTEL,SNTL,637:ID:SNTL,6100,43.932,-115.66588,"170501110503	"
Morgan Creek,Morgan Creek (639) (elev. 7600),639,Idaho,ID,SNOTEL,SNTL,639:ID:SNTL,7600,44.84237,-114.26871,"170602030901	"
Moscow Mountain,Moscow Mountain (989) (elev. 4700),989,Idaho,ID,SNOTEL,SNTL,989:ID:SNTL,4700,46.805,-116.8535,"170603061002	"
Mosquito Ridge,Mosquito Ridge (645) (elev. 5260),645,Idaho,ID,SNOTEL,SNTL,645:ID:SNTL,5260,48.05726,-116.23055,"170103010101	"
Mountain Meadows,Mountain Meadows (650) (elev. 6320),650,Idaho,ID,SNOTEL,SNTL,650:ID:SNTL,6320,45.69694,-115.22972,"170603020301	"
Mud Flat,Mud Flat (654) (elev. 5730),654,Idaho,ID,SNOTEL,SNTL,654:ID:SNTL,5730,42.6004,-116.55925,"170501041401	"
Myrtle Creek,Myrtle Creek (1053) (elev. 3520),1053,Idaho,ID,SNOTEL,SNTL,1053:ID:SNTL,3520,48.72263,-116.46312,"170101040701	"
Oxford Spring,Oxford Spring (677) (elev. 6740),677,Idaho,ID,SNOTEL,SNTL,677:ID:SNTL,6740,42.26015,-112.12515,"160102040206	"
Pebble Creek,Pebble Creek (1299) (elev. 6513),1299,Idaho,ID,SNOTEL,SNTL,1299:ID:SNTL,6513,42.7674,-112.10648,"170402080206	"
Pierce R.S.,Pierce R.S. (1142) (elev. 3080),1142,Idaho,ID,SNOTEL,SNTL,1142:ID:SNTL,3080,46.49597,-115.7957,"170603060401	"
Pine Creek Pass,Pine Creek Pass (695) (elev. 6720),695,Idaho,ID,SNOTEL,SNTL,695:ID:SNTL,6720,43.56998,-111.21157,"170402040101	"
Prairie,Prairie (704) (elev. 4800),704,Idaho,ID,SNOTEL,SNTL,704:ID:SNTL,4800,43.50513,-115.573,"170501131103	"
Ragged Mountain,Ragged Mountain (1081) (elev. 4210),1081,Idaho,ID,SNOTEL,SNTL,1081:ID:SNTL,4210,47.85583,-117.03667,"170103050302	"
Reynolds Creek,Reynolds Creek (2029) (elev. 5600),2029,Idaho,ID,SNOTEL,SNTL,2029:ID:SNTL,5600,43.28863,-116.8431,"170501030604	"
Savage Pass,Savage Pass (735) (elev. 6190),735,Idaho,ID,SNOTEL,SNTL,735:ID:SNTL,6190,46.46633,-114.63333,"170603030208	"
Schwartz Lake,Schwartz Lake (915) (elev. 8630),915,Idaho,ID,SNOTEL,SNTL,915:ID:SNTL,8630,44.84618,-113.83732,"170602040604	"
Schweitzer Basin,Schweitzer Basin (738) (elev. 6090),738,Idaho,ID,SNOTEL,SNTL,738:ID:SNTL,6090,48.37428,-116.63917,"170102150502	"
Secesh Summit,Secesh Summit (740) (elev. 6540),740,Idaho,ID,SNOTEL,SNTL,740:ID:SNTL,6540,45.18848,-115.97152,"170501230101	"
Sedgwick Peak,Sedgwick Peak (741) (elev. 7850),741,Idaho,ID,SNOTEL,SNTL,741:ID:SNTL,7850,42.52497,-111.95635,"170402080209	"
Shanghi Summit,Shanghi Summit (747) (elev. 4600),747,Idaho,ID,SNOTEL,SNTL,747:ID:SNTL,4600,46.56603,-115.74216,"170603060402	"
Sheep Mtn.,Sheep Mtn. (749) (elev. 6650),749,Idaho,ID,SNOTEL,SNTL,749:ID:SNTL,6650,43.2103,-111.68792,"170402050304	"
Sherwin,Sherwin (752) (elev. 3200),752,Idaho,ID,SNOTEL,SNTL,752:ID:SNTL,3200,46.95028,-116.33972,"170103040703	"
Slug Creek Divide,Slug Creek Divide (761) (elev. 7225),761,Idaho,ID,SNOTEL,SNTL,761:ID:SNTL,7225,42.56248,-111.29797,"170402070201	"
Smiley Mountain,Smiley Mountain (926) (elev. 9520),926,Idaho,ID,SNOTEL,SNTL,926:ID:SNTL,9520,43.72718,-113.83402,"170402180102	"
Soldier R.S.,Soldier R.S. (769) (elev. 5740),769,Idaho,ID,SNOTEL,SNTL,769:ID:SNTL,5740,43.48407,-114.82692,"170402200303	"
Somsen Ranch,Somsen Ranch (770) (elev. 6800),770,Idaho,ID,SNOTEL,SNTL,770:ID:SNTL,6800,42.95275,-111.35933,"170402070101	"
South Mtn.,South Mtn. (774) (elev. 6500),774,Idaho,ID,SNOTEL,SNTL,774:ID:SNTL,6500,42.76478,-116.90037,"170501080205	"
Squaw Flat,Squaw Flat (782) (elev. 6240),782,Idaho,ID,SNOTEL,SNTL,782:ID:SNTL,6240,44.77091,-116.24805,"170501240401	"
Stickney Mill,Stickney Mill (792) (elev. 7430),792,Idaho,ID,SNOTEL,SNTL,792:ID:SNTL,7430,43.86117,-114.20902,"170402180303	"
Sunset,Sunset (803) (elev. 5540),803,Idaho,ID,SNOTEL,SNTL,803:ID:SNTL,5540,47.55545,-115.82422,"170103020102	"
Swede Peak,Swede Peak (805) (elev. 7640),805,Idaho,ID,SNOTEL,SNTL,805:ID:SNTL,7640,43.626,-113.96887,"170402210301	"
Trinity Mtn.,Trinity Mtn. (830) (elev. 7770),830,Idaho,ID,SNOTEL,SNTL,830:ID:SNTL,7770,43.62903,-115.43818,"170501110703	"
Van Wyck,Van Wyck (979) (elev. 4920),979,Idaho,ID,SNOTEL,SNTL,979:ID:SNTL,4920,44.37665,-116.3366,"170501240902	"
Vienna Mine,Vienna Mine (845) (elev. 8960),845,Idaho,ID,SNOTEL,SNTL,845:ID:SNTL,8960,43.79942,-114.85273,"170602010201	"
West Branch,West Branch (855) (elev. 5560),855,Idaho,ID,SNOTEL,SNTL,855:ID:SNTL,5560,45.0722,-116.45413,"170501240201	"
White Elephant,White Elephant (860) (elev. 7710),860,Idaho,ID,SNOTEL,SNTL,860:ID:SNTL,7710,44.53267,-111.41085,"170402020305	"
Wildhorse Divide,Wildhorse Divide (867) (elev. 6490),867,Idaho,ID,SNOTEL,SNTL,867:ID:SNTL,6490,42.75743,-112.47783,"170402080504	"
Wilson Creek,Wilson Creek (871) (elev. 7120),871,Idaho,ID,SNOTEL,SNTL,871:ID:SNTL,7120,42.01257,-115.00278,"170402130202	"
Albro Lake,Albro Lake (916) (elev. 8300),916,Montana,MT,SNOTEL,SNTL,916:MT:SNTL,8300,45.59723,-111.95902,"100200050701	"
Badger Pass,Badger Pass (307) (elev. 6900),307,Montana,MT,SNOTEL,SNTL,307:MT:SNTL,6900,48.13088,-113.02317,"100302010201	"
Banfield Mountain,Banfield Mountain (311) (elev. 5600),311,Montana,MT,SNOTEL,SNTL,311:MT:SNTL,5600,48.5712,-115.44573,"170101011202	"
Barker Lakes,Barker Lakes (313) (elev. 8250),313,Montana,MT,SNOTEL,SNTL,313:MT:SNTL,8250,46.09713,-113.13038,"170102010304	"
Basin Creek,Basin Creek (315) (elev. 7180),315,Montana,MT,SNOTEL,SNTL,315:MT:SNTL,7180,45.79737,-112.52047,"170102010201	"
Beagle Springs,Beagle Springs (318) (elev. 8850),318,Montana,MT,SNOTEL,SNTL,318:MT:SNTL,8850,44.47147,-112.98191,"100200010501	"
Beaver Creek,Beaver Creek (328) (elev. 7850),328,Montana,MT,SNOTEL,SNTL,328:MT:SNTL,7850,44.94966,-111.35852,"100200070402	"
Bisson Creek,Bisson Creek (346) (elev. 4920),346,Montana,MT,SNOTEL,SNTL,346:MT:SNTL,4920,47.68389,-113.99901,"170102120602	"
Black Bear,Black Bear (347) (elev. 8170),347,Montana,MT,SNOTEL,SNTL,347:MT:SNTL,8170,44.50832,-111.12803,"100200070202	"
Black Pine,Black Pine (349) (elev. 7210),349,Montana,MT,SNOTEL,SNTL,349:MT:SNTL,7210,46.414,-113.43095,"170102020203	"
Blacktail Mtn,Blacktail Mtn (1144) (elev. 5650),1144,Montana,MT,SNOTEL,SNTL,1144:MT:SNTL,5650,47.98288,-114.3543,"170102080302	"
Bloody Dick,Bloody Dick (355) (elev. 7600),355,Montana,MT,SNOTEL,SNTL,355:MT:SNTL,7600,45.16507,-113.50099,"100200011002	"
Boulder Mountain,Boulder Mountain (360) (elev. 7950),360,Montana,MT,SNOTEL,SNTL,360:MT:SNTL,7950,46.5596,-111.28973,"100301030501	"
Box Canyon,Box Canyon (363) (elev. 6670),363,Montana,MT,SNOTEL,SNTL,363:MT:SNTL,6670,45.2719,-110.24903,"100700020902	"
Brackett Creek,Brackett Creek (365) (elev. 7320),365,Montana,MT,SNOTEL,SNTL,365:MT:SNTL,7320,45.89107,-110.93851,"100700030403	"
Burnt Mtn,Burnt Mtn (981) (elev. 5880),981,Montana,MT,SNOTEL,SNTL,981:MT:SNTL,5880,45.2401,-109.45961,"100700060802	"
Calvert Creek,Calvert Creek (381) (elev. 6430),381,Montana,MT,SNOTEL,SNTL,381:MT:SNTL,6430,45.8838,-113.32553,"100200040801	"
Carrot Basin,Carrot Basin (385) (elev. 9000),385,Montana,MT,SNOTEL,SNTL,385:MT:SNTL,9000,44.96192,-111.29403,"100200080105	"
Clover Meadow,Clover Meadow (403) (elev. 8600),403,Montana,MT,SNOTEL,SNTL,403:MT:SNTL,8600,45.01788,-111.8456,"100200070803	"
Cole Creek,Cole Creek (407) (elev. 7850),407,Montana,MT,SNOTEL,SNTL,407:MT:SNTL,7850,45.19405,-109.34548,"100700060801	"
Combination,Combination (410) (elev. 5600),410,Montana,MT,SNOTEL,SNTL,410:MT:SNTL,5600,46.46523,-113.39358,"170102020401	"
Copper Bottom,Copper Bottom (413) (elev. 5200),413,Montana,MT,SNOTEL,SNTL,413:MT:SNTL,5200,47.05678,-112.595,"170102030103	"
Copper Camp,Copper Camp (414) (elev. 6950),414,Montana,MT,SNOTEL,SNTL,414:MT:SNTL,6950,47.08158,-112.72955,"170102030103	"
Crystal Lake,Crystal Lake (427) (elev. 6050),427,Montana,MT,SNOTEL,SNTL,427:MT:SNTL,6050,46.78942,-109.51205,"100401030204	"
Daisy Peak,Daisy Peak (919) (elev. 7600),919,Montana,MT,SNOTEL,SNTL,919:MT:SNTL,7600,46.66858,-110.33022,"100402010106	"
Daly Creek,Daly Creek (433) (elev. 5780),433,Montana,MT,SNOTEL,SNTL,433:MT:SNTL,5780,46.18367,-113.8533,"170102050901	"
Darkhorse Lake,Darkhorse Lake (436) (elev. 8945),436,Montana,MT,SNOTEL,SNTL,436:MT:SNTL,8945,45.17367,-113.58448,"100200040301	"
Deadman Creek,Deadman Creek (437) (elev. 6450),437,Montana,MT,SNOTEL,SNTL,437:MT:SNTL,6450,46.79279,-110.67545,"100301030401	"
Divide,Divide (448) (elev. 7800),448,Montana,MT,SNOTEL,SNTL,448:MT:SNTL,7800,44.79317,-112.05645,"100200030102	"
Dupuyer Creek,Dupuyer Creek (458) (elev. 5750),458,Montana,MT,SNOTEL,SNTL,458:MT:SNTL,5750,48.06341,-112.7573,"100302010501	"
East Boulder Mine,East Boulder Mine (1105) (elev. 6335),1105,Montana,MT,SNOTEL,SNTL,1105:MT:SNTL,6335,45.50381,-110.08019,"100700020701	"
Elk Peak,Elk Peak (1106) (elev. 7600),1106,Montana,MT,SNOTEL,SNTL,1106:MT:SNTL,7600,46.4845,-110.7125,"100402010203	"
Emery Creek,Emery Creek (469) (elev. 4350),469,Montana,MT,SNOTEL,SNTL,469:MT:SNTL,4350,48.43412,-113.93725,"170102090703	"
Fisher Creek,Fisher Creek (480) (elev. 9100),480,Montana,MT,SNOTEL,SNTL,480:MT:SNTL,9100,45.06235,-109.94488,"100700060202	"
Flattop Mtn.,Flattop Mtn. (482) (elev. 6300),482,Montana,MT,SNOTEL,SNTL,482:MT:SNTL,6300,48.80225,-113.85713,"170102070501	"
Frohner Meadow,Frohner Meadow (487) (elev. 6480),487,Montana,MT,SNOTEL,SNTL,487:MT:SNTL,6480,46.43545,-112.19277,"100301011305	"
Garver Creek,Garver Creek (918) (elev. 4250),918,Montana,MT,SNOTEL,SNTL,918:MT:SNTL,4250,48.97523,-115.81915,"170101030202	"
Grave Creek,Grave Creek (500) (elev. 4300),500,Montana,MT,SNOTEL,SNTL,500:MT:SNTL,4300,48.91453,-114.76663,"170101010801	"
Hand Creek,Hand Creek (510) (elev. 5035),510,Montana,MT,SNOTEL,SNTL,510:MT:SNTL,5035,48.30754,-114.84075,"170102100304	"
Hawkins Lake,Hawkins Lake (516) (elev. 6450),516,Montana,MT,SNOTEL,SNTL,516:MT:SNTL,6450,48.9723,-115.95337,"170101050201	"
Hoodoo Basin,Hoodoo Basin (530) (elev. 6050),530,Montana,MT,SNOTEL,SNTL,530:MT:SNTL,6050,46.9751,-115.0349,"170102040607	"
JL Meadow,JL Meadow (1287) (elev. 8800),1287,Montana,MT,SNOTEL,SNTL,1287:MT:SNTL,8800,44.77665,-113.12217,"100200011202	"
Kraft Creek,Kraft Creek (562) (elev. 4750),562,Montana,MT,SNOTEL,SNTL,562:MT:SNTL,4750,47.42749,-113.77515,"170102110104	"
Lakeview Ridge,Lakeview Ridge (568) (elev. 7400),568,Montana,MT,SNOTEL,SNTL,568:MT:SNTL,7400,44.58907,-111.82498,"100200010105	"
Lemhi Ridge,Lemhi Ridge (576) (elev. 8100),576,Montana,MT,SNOTEL,SNTL,576:MT:SNTL,8100,44.9938,-113.44399,"100200011106	"
Lick Creek,Lick Creek (578) (elev. 6860),578,Montana,MT,SNOTEL,SNTL,578:MT:SNTL,6860,45.5041,-110.96625,"100200081001	"
Lone Mountain,Lone Mountain (590) (elev. 8880),590,Montana,MT,SNOTEL,SNTL,590:MT:SNTL,8880,45.27412,-111.42692,"100200080201	"
Lower Twin,Lower Twin (603) (elev. 7900),603,Montana,MT,SNOTEL,SNTL,603:MT:SNTL,7900,45.50871,-111.92288,"100200071101	"
Lubrecht Flume,Lubrecht Flume (604) (elev. 4680),604,Montana,MT,SNOTEL,SNTL,604:MT:SNTL,4680,46.88293,-113.32228,"170102031204	"
Madison Plateau,Madison Plateau (609) (elev. 7750),609,Montana,MT,SNOTEL,SNTL,609:MT:SNTL,7750,44.58623,-111.11627,"100200070204	"
Many Glacier,Many Glacier (613) (elev. 4900),613,Montana,MT,SNOTEL,SNTL,613:MT:SNTL,4900,48.79698,-113.6705,"090400010201	"
Monument Peak,Monument Peak (635) (elev. 8850),635,Montana,MT,SNOTEL,SNTL,635:MT:SNTL,8850,45.21759,-110.237,"100700020902	"
Moss Peak,Moss Peak (646) (elev. 6780),646,Montana,MT,SNOTEL,SNTL,646:MT:SNTL,6780,47.68493,-113.9623,"170102080404	"
Mount Lockhart,Mount Lockhart (649) (elev. 6400),649,Montana,MT,SNOTEL,SNTL,649:MT:SNTL,6400,47.91727,-112.8238,"100302050102	"
Mule Creek,Mule Creek (656) (elev. 8300),656,Montana,MT,SNOTEL,SNTL,656:MT:SNTL,8300,45.40957,-112.95927,"100200041303	"
N Fk Elk Creek,N Fk Elk Creek (657) (elev. 6250),657,Montana,MT,SNOTEL,SNTL,657:MT:SNTL,6250,46.8716,-113.27725,"170102031204	"
Nevada Ridge,Nevada Ridge (903) (elev. 7020),903,Montana,MT,SNOTEL,SNTL,903:MT:SNTL,7020,46.84234,-112.50787,"170102030302	"
Nez Perce Camp,Nez Perce Camp (662) (elev. 5650),662,Montana,MT,SNOTEL,SNTL,662:MT:SNTL,5650,45.73107,-114.48075,"170102050204	"
Noisy Basin,Noisy Basin (664) (elev. 6040),664,Montana,MT,SNOTEL,SNTL,664:MT:SNTL,6040,48.15678,-113.94637,"170102080208	"
North Fork Jocko,North Fork Jocko (667) (elev. 6330),667,Montana,MT,SNOTEL,SNTL,667:MT:SNTL,6330,47.2726,-113.75617,"170102120702	"
Northeast Entrance,Northeast Entrance (670) (elev. 7350),670,Montana,MT,SNOTEL,SNTL,670:MT:SNTL,7350,45.00565,-110.01406,"100700010602	"
Onion Park,Onion Park (1008) (elev. 7410),1008,Montana,MT,SNOTEL,SNTL,1008:MT:SNTL,7410,46.91348,-110.8536,"100301030801	"
Peterson Meadows,Peterson Meadows (930) (elev. 7200),930,Montana,MT,SNOTEL,SNTL,930:MT:SNTL,7200,46.12588,-113.30792,"170102020101	"
Pickfoot Creek,Pickfoot Creek (690) (elev. 6650),690,Montana,MT,SNOTEL,SNTL,690:MT:SNTL,6650,46.57978,-111.26832,"100301030501	"
Pike Creek,Pike Creek (693) (elev. 5930),693,Montana,MT,SNOTEL,SNTL,693:MT:SNTL,5930,48.30305,-113.32868,"100302010103	"
Placer Basin,Placer Basin (696) (elev. 8830),696,Montana,MT,SNOTEL,SNTL,696:MT:SNTL,8830,45.41905,-110.08844,"100700020701	"
Poorman Creek,Poorman Creek (932) (elev. 5100),932,Montana,MT,SNOTEL,SNTL,932:MT:SNTL,5100,48.12672,-115.62333,"170101011301	"
Porcupine,Porcupine (700) (elev. 6500),700,Montana,MT,SNOTEL,SNTL,700:MT:SNTL,6500,46.11192,-110.4696,"100700030303	"
Rocker Peak,Rocker Peak (722) (elev. 8000),722,Montana,MT,SNOTEL,SNTL,722:MT:SNTL,8000,46.35613,-112.26176,"100200060302	"
Rocky Boy,Rocky Boy (917) (elev. 4700),917,Montana,MT,SNOTEL,SNTL,917:MT:SNTL,4700,48.17478,-109.64728,"100500040101	"
S Fork Shields,S Fork Shields (725) (elev. 8100),725,Montana,MT,SNOTEL,SNTL,725:MT:SNTL,8100,46.0896,-110.43363,"100700030301	"
Sacajawea,Sacajawea (929) (elev. 6550),929,Montana,MT,SNOTEL,SNTL,929:MT:SNTL,6550,45.87395,-110.92783,"100700030403	"
Saddle Mtn.,Saddle Mtn. (727) (elev. 7940),727,Montana,MT,SNOTEL,SNTL,727:MT:SNTL,7940,45.69259,-113.96828,"170102050502	"
Short Creek,Short Creek (753) (elev. 7000),753,Montana,MT,SNOTEL,SNTL,753:MT:SNTL,7000,44.97572,-111.95215,"100200030106	"
Shower Falls,Shower Falls (754) (elev. 8100),754,Montana,MT,SNOTEL,SNTL,754:MT:SNTL,8100,45.40125,-110.95758,"100200081001	"
Skalkaho Summit,Skalkaho Summit (760) (elev. 7250),760,Montana,MT,SNOTEL,SNTL,760:MT:SNTL,7250,46.24212,-113.7725,"170102021003	"
Slagamelt Lakes,Slagamelt Lakes (1286) (elev. 8620),1286,Montana,MT,SNOTEL,SNTL,1286:MT:SNTL,8620,45.36526,-113.71834,"100200040308	"
Sleeping Woman,Sleeping Woman (783) (elev. 6150),783,Montana,MT,SNOTEL,SNTL,783:MT:SNTL,6150,47.17902,-114.33368,"170102120708	"
Spur Park,Spur Park (781) (elev. 8100),781,Montana,MT,SNOTEL,SNTL,781:MT:SNTL,8100,46.77962,-110.62165,"100401030301	"
Stahl Peak,Stahl Peak (787) (elev. 6030),787,Montana,MT,SNOTEL,SNTL,787:MT:SNTL,6030,48.90902,-114.86298,"170101010801	"
Stringer Creek,Stringer Creek (1009) (elev. 6550),1009,Montana,MT,SNOTEL,SNTL,1009:MT:SNTL,6550,46.9269,-110.90198,"100301030801	"
Stuart Mountain,Stuart Mountain (901) (elev. 7400),901,Montana,MT,SNOTEL,SNTL,901:MT:SNTL,7400,46.99523,-113.92664,"170102040102	"
Tepee Creek,Tepee Creek (813) (elev. 8000),813,Montana,MT,SNOTEL,SNTL,813:MT:SNTL,8000,44.78562,-111.71,"100200070602	"
Tizer Basin,Tizer Basin (893) (elev. 6880),893,Montana,MT,SNOTEL,SNTL,893:MT:SNTL,6880,46.34937,-111.85308,"100301010701	"
Twelvemile Creek,Twelvemile Creek (835) (elev. 5600),835,Montana,MT,SNOTEL,SNTL,835:MT:SNTL,5600,46.14287,-114.44755,"170102050601	"
Twin Lakes,Twin Lakes (836) (elev. 6400),836,Montana,MT,SNOTEL,SNTL,836:MT:SNTL,6400,46.1438,-114.5056,"170102050601	"
Waldron,Waldron (847) (elev. 5600),847,Montana,MT,SNOTEL,SNTL,847:MT:SNTL,5600,47.91998,-112.79087,"100302050102	"
Warm Springs,Warm Springs (850) (elev. 7800),850,Montana,MT,SNOTEL,SNTL,850:MT:SNTL,7800,46.27368,-113.164,"170102010302	"
West Yellowstone,West Yellowstone (924) (elev. 6700),924,Montana,MT,SNOTEL,SNTL,924:MT:SNTL,6700,44.65866,-111.09199,"100200070205	"
Whiskey Creek,Whiskey Creek (858) (elev. 6800),858,Montana,MT,SNOTEL,SNTL,858:MT:SNTL,6800,44.61088,-111.14998,"100200070203	"
White Mill,White Mill (862) (elev. 8700),862,Montana,MT,SNOTEL,SNTL,862:MT:SNTL,8700,45.04575,-109.90987,"100700060202	"
Wood Creek,Wood Creek (876) (elev. 5960),876,Montana,MT,SNOTEL,SNTL,876:MT:SNTL,5960,47.44847,-112.81428,"100301040202	"
Bear Creek,Bear Creek (321) (elev. 8040),321,Nevada,NV,SNOTEL,SNTL,321:NV:SNTL,8040,41.83384,-115.45278,"170501020301	"
Berry Creek,Berry Creek (334) (elev. 9377),334,Nevada,NV,SNOTEL,SNTL,334:NV:SNTL,9377,39.31917,-114.62278,"160600081301	"
Big Bend,Big Bend (336) (elev. 6898),336,Nevada,NV,SNOTEL,SNTL,336:NV:SNTL,6898,41.76168,-115.6931,"170501040104	"
Big Creek Sum,Big Creek Sum (337) (elev. 8685),337,Nevada,NV,SNOTEL,SNTL,337:NV:SNTL,8685,39.29148,-117.11506,"160401070303	"
Big Meadow,Big Meadow (340) (elev. 8235),340,Nevada,NV,SNOTEL,SNTL,340:NV:SNTL,8235,39.455,-119.9422,"160501020505	"
Bird Creek,Bird Creek (1155) (elev. 7537),1155,Nevada,NV,SNOTEL,SNTL,1155:NV:SNTL,7537,39.46138,-114.64863,"160600081304	"
Bristlecone Trail,Bristlecone Trail (1111) (elev. 8890),1111,Nevada,NV,SNOTEL,SNTL,1111:NV:SNTL,8890,36.31575,-115.69543,"150100150206	"
Buckskin Lower,Buckskin Lower (373) (elev. 6930),373,Nevada,NV,SNOTEL,SNTL,373:NV:SNTL,6930,41.75067,-117.53182,"160401090502	"
Cave Mountain,Cave Mountain (1152) (elev. 10578),1152,Nevada,NV,SNOTEL,SNTL,1152:NV:SNTL,10578,39.16337,-114.6133,"160600080402	"
Columbia Basin,Columbia Basin (1204) (elev. 6483),1204,Nevada,NV,SNOTEL,SNTL,1204:NV:SNTL,6483,41.67167,-116.07033,"170501050503	"
Corduroy Flat,Corduroy Flat (1209) (elev. 8640),1209,Nevada,NV,SNOTEL,SNTL,1209:NV:SNTL,8640,38.99651,-115.42478,"160600121206	"
Corral Canyon,Corral Canyon (417) (elev. 8445),417,Nevada,NV,SNOTEL,SNTL,417:NV:SNTL,8445,40.27551,-115.54017,"160401030401	"
Defiance Mines,Defiance Mines (1210) (elev. 9302),1210,Nevada,NV,SNOTEL,SNTL,1210:NV:SNTL,9302,39.08527,-114.89977,"160600081002	"
Diamond Peak,Diamond Peak (443) (elev. 8017),443,Nevada,NV,SNOTEL,SNTL,443:NV:SNTL,8017,39.56361,-115.84421,"160600051503	"
Disaster Peak,Disaster Peak (445) (elev. 6260),445,Nevada,NV,SNOTEL,SNTL,445:NV:SNTL,6260,41.96737,-118.18934,"160402010201	"
Dorsey Basin,Dorsey Basin (453) (elev. 7903),453,Nevada,NV,SNOTEL,SNTL,453:NV:SNTL,7903,40.89343,-115.21104,"160401010604	"
Draw Creek,Draw Creek (454) (elev. 7332),454,Nevada,NV,SNOTEL,SNTL,454:NV:SNTL,7332,41.661,-115.3234,"160401010403	"
Dry Creek,Dry Creek (1243) (elev. 6555),1243,Nevada,NV,SNOTEL,SNTL,1243:NV:SNTL,6555,40.8638,-115.22014,"160401010601	"
Fawn Creek,Fawn Creek (476) (elev. 7031),476,Nevada,NV,SNOTEL,SNTL,476:NV:SNTL,7031,41.82098,-116.10153,"170501040304	"
Fry Canyon,Fry Canyon (1262) (elev. 6798),1262,Nevada,NV,SNOTEL,SNTL,1262:NV:SNTL,6798,41.57022,-115.93645,"160401020101	"
Golconda,Golconda (1195) (elev. 6616),1195,Nevada,NV,SNOTEL,SNTL,1195:NV:SNTL,6616,40.88358,-117.58812,"160401080102	"
Granite Peak,Granite Peak (498) (elev. 8503),498,Nevada,NV,SNOTEL,SNTL,498:NV:SNTL,8503,41.67032,-117.56668,"160401090601	"
Green Mountain,Green Mountain (503) (elev. 8185),503,Nevada,NV,SNOTEL,SNTL,503:NV:SNTL,8185,40.3848,-115.52757,"160401030401	"
Hole-in-Mountain,Hole-in-Mountain (527) (elev. 8163),527,Nevada,NV,SNOTEL,SNTL,527:NV:SNTL,8163,40.94168,-115.0954,"160600071602	"
Jack Creek Upper,Jack Creek Upper (548) (elev. 7377),548,Nevada,NV,SNOTEL,SNTL,548:NV:SNTL,7377,41.54675,-116.00517,"170501050201	"
Jacks Peak,Jacks Peak (549) (elev. 8424),549,Nevada,NV,SNOTEL,SNTL,549:NV:SNTL,8424,41.5136,-116.0117,"170501050201	"
Jakes Creek,Jakes Creek (1211) (elev. 7380),1211,Nevada,NV,SNOTEL,SNTL,1211:NV:SNTL,7380,41.5687,-115.03243,"170402130308	"
Kalamazoo,Kalamazoo (1150) (elev. 7775),1150,Nevada,NV,SNOTEL,SNTL,1150:NV:SNTL,7775,39.5579,-114.62762,"160600080700	"
Lamance Creek,Lamance Creek (569) (elev. 6395),569,Nevada,NV,SNOTEL,SNTL,569:NV:SNTL,6395,41.51542,-117.63197,"160401090603	"
